;1;2;3;4;5;6;7;8;9;10;11;12
Brunei Darussalam;9;9;0;0;0;0;0;0;0;0;0;0
Malaysia;45?764;37?456;0;0;0;0;0;0;0;0;0;0
Philippines;943;821;0;0;0;0;0;0;0;0;0;0
Singapore;2?255;2?081;0;0;0;0;0;0;0;0;0;0
Thailand;309;361;0;0;0;0;0;0;0;0;0;0
Vietnam;174;215;0;0;0;0;0;0;0;0;0;0
Laos;1;0;0;0;0;0;0;0;0;0;0;0
Kamboja;3;8;0;0;0;0;0;0;0;0;0;0
Myanmar/Burma;443;361;0;0;0;0;0;0;0;0;0;0
Indonesia;935;664;0;0;0;0;0;0;0;0;0;0
Hong Kong;199;241;0;0;0;0;0;0;0;0;0;0
India;401;640;0;0;0;0;0;0;0;0;0;0
Japan;89;450;0;0;0;0;0;0;0;0;0;0
South Korea;208;680;0;0;0;0;0;0;0;0;0;0
Pakistan;27;72;0;0;0;0;0;0;0;0;0;0
Bangladesh;98;95;0;0;0;0;0;0;0;0;0;0
Srilanka;26;35;0;0;0;0;0;0;0;0;0;0
Taiwan;69;123;0;0;0;0;0;0;0;0;0;0
China;1?610;2?956;0;0;0;0;0;0;0;0;0;0
Afganistan;0;3;0;0;0;0;0;0;0;0;0;0
Bhutan;0;0;0;0;0;0;0;0;0;0;0;0
British Indian Ocean Teritory;0;0;0;0;0;0;0;0;0;0;0;0
Kazakhstan;0;32;0;0;0;0;0;0;0;0;0;0
Kirgistan;0;1;0;0;0;0;0;0;0;0;0;0
Korea Utara;0;0;0;0;0;0;0;0;0;0;0;0
Macao;4;4;0;0;0;0;0;0;0;0;0;0
Mongolia;0;0;0;0;0;0;0;0;0;0;0;0
Maladewa;6;6;0;0;0;0;0;0;0;0;0;0
Nepal;0;2;0;0;0;0;0;0;0;0;0;0
Stateless;0;0;0;0;0;0;0;0;0;0;0;0
Tajikhistan;1;0;0;0;0;0;0;0;0;0;0;0
Tibet;0;0;0;0;0;0;0;0;0;0;0;0
Timor Leste;74?228;59?754;0;0;0;0;0;0;0;0;0;0
Turki;30;67;0;0;0;0;0;0;0;0;0;0
Turkmenistan;0;0;0;0;0;0;0;0;0;0;0;0
Uzbekistan;0;2;0;0;0;0;0;0;0;0;0;0
Lain0lain;0;0;0;0;0;0;0;0;0;0;0;0
Saudi Arabia;114;76;0;0;0;0;0;0;0;0;0;0
Bahrain;2;5;0;0;0;0;0;0;0;0;0;0
Kuwait;1;6;0;0;0;0;0;0;0;0;0;0
Egypt;27;46;0;0;0;0;0;0;0;0;0;0
Uni Emirat Arab;31;23;0;0;0;0;0;0;0;0;0;0
Yaman;1;76;0;0;0;0;0;0;0;0;0;0
Qatar;4;3;0;0;0;0;0;0;0;0;0;0
Irak;1;0;0;0;0;0;0;0;0;0;0;0
Iran;4;13;0;0;0;0;0;0;0;0;0;0
Israel;59;63;0;0;0;0;0;0;0;0;0;0
Jordan;1;1;0;0;0;0;0;0;0;0;0;0
Libanon;0;8;0;0;0;0;0;0;0;0;0;0
Oman;2;3;0;0;0;0;0;0;0;0;0;0
Palestina;0;3;0;0;0;0;0;0;0;0;0;0
Syiria;2;8;0;0;0;0;0;0;0;0;0;0
Austria;77;117;0;0;0;0;0;0;0;0;0;0
Aruba;0;0;0;0;0;0;0;0;0;0;0;0
Belgium;15;39;0;0;0;0;0;0;0;0;0;0
Denmark;11;25;0;0;0;0;0;0;0;0;0;0
France;33;197;0;0;0;0;0;0;0;0;0;0
Germany;34;178;0;0;0;0;0;0;0;0;0;0
I t a l y;70;130;0;0;0;0;0;0;0;0;0;0
Netherlands;2?835;2?128;0;0;0;0;0;0;0;0;0;0
Spain;108;128;0;0;0;0;0;0;0;0;0;0
Portugal;2;15;0;0;0;0;0;0;0;0;0;0
Sweden;387;336;0;0;0;0;0;0;0;0;0;0
Switzerland;10;43;0;0;0;0;0;0;0;0;0;0
United Kingdom;122;271;0;0;0;0;0;0;0;0;0;0
Finland;0;20;0;0;0;0;0;0;0;0;0;0
Norway;4;38;0;0;0;0;0;0;0;0;0;0
Andorra;0;0;0;0;0;0;0;0;0;0;0;0
Hellenic;0;0;0;0;0;0;0;0;0;0;0;0
Iceland (Islandia);1;13;0;0;0;0;0;0;0;0;0;0
Irlandia (Ireland);1;29;0;0;0;0;0;0;0;0;0;0
Liechtenstein;0;1;0;0;0;0;0;0;0;0;0;0
Luxemburg;1;2;0;0;0;0;0;0;0;0;0;0
Malta;0;2;0;0;0;0;0;0;0;0;0;0
Monako;0;1;0;0;0;0;0;0;0;0;0;0
San Marino;0;0;0;0;0;0;0;0;0;0;0;0
Scotlandia;0;0;0;0;0;0;0;0;0;0;0;0
Vatikan;1;0;0;0;0;0;0;0;0;0;0;0
Volta Atas;0;0;0;0;0;0;0;0;0;0;0;0
Wales;0;0;0;0;0;0;0;0;0;0;0;0
R u s i a;91;454;0;0;0;0;0;0;0;0;0;0
Albania;0;5;0;0;0;0;0;0;0;0;0;0
Armenia;0;1;0;0;0;0;0;0;0;0;0;0
Azerbaijan;7;3;0;0;0;0;0;0;0;0;0;0
Belarus;0;42;0;0;0;0;0;0;0;0;0;0
Bosnia Herzegovina;0;5;0;0;0;0;0;0;0;0;0;0
Bulgaria;4;15;0;0;0;0;0;0;0;0;0;0
Ceko;4;26;0;0;0;0;0;0;0;0;0;0
Croasia;8;19;0;0;0;0;0;0;0;0;0;0
Cyprus;1;2;0;0;0;0;0;0;0;0;0;0
Estonia;26;26;0;0;0;0;0;0;0;0;0;0
Georgia;7;11;0;0;0;0;0;0;0;0;0;0
Hongaria;5;11;0;0;0;0;0;0;0;0;0;0
Latvia;3;19;0;0;0;0;0;0;0;0;0;0
Lithuania;2;23;0;0;0;0;0;0;0;0;0;0
Macedonia;0;0;0;0;0;0;0;0;0;0;0;0
Moldova;1;2;0;0;0;0;0;0;0;0;0;0
Polandia;11;43;0;0;0;0;0;0;0;0;0;0
Romania;8;37;0;0;0;0;0;0;0;0;0;0
Montenegro;1;2;0;0;0;0;0;0;0;0;0;0
Serbia;3;7;0;0;0;0;0;0;0;0;0;0
Republik Cosovo;0;0;0;0;0;0;0;0;0;0;0;0
Siberia;0;0;0;0;0;0;0;0;0;0;0;0
Slovakia;0;9;0;0;0;0;0;0;0;0;0;0
Slovenia;0;7;0;0;0;0;0;0;0;0;0;0
Ukraine;72;236;0;0;0;0;0;0;0;0;0;0
Yugoslavia;0;0;0;0;0;0;0;0;0;0;0;0
Yunani (Greece);20;23;0;0;0;0;0;0;0;0;0;0
United States of America;1?408;1?685;0;0;0;0;0;0;0;0;0;0
Canada;13;75;0;0;0;0;0;0;0;0;0;0
Central America;8;3;0;0;0;0;0;0;0;0;0;0
Belize;0;0;0;0;0;0;0;0;0;0;0;0
Costarika;4;0;0;0;0;0;0;0;0;0;0;0
El Salvador;0;0;0;0;0;0;0;0;0;0;0;0
Guatemala;2;1;0;0;0;0;0;0;0;0;0;0
Honduras;0;1;0;0;0;0;0;0;0;0;0;0
Nicaragua;0;0;0;0;0;0;0;0;0;0;0;0
Panama;2;1;0;0;0;0;0;0;0;0;0;0
South America;54;81;0;0;0;0;0;0;0;0;0;0
Argentina;2;4;0;0;0;0;0;0;0;0;0;0
Bolivia;1;1;0;0;0;0;0;0;0;0;0;0
Brazilia;45;58;0;0;0;0;0;0;0;0;0;0
Chili;0;2;0;0;0;0;0;0;0;0;0;0
Ekuador;2;1;0;0;0;0;0;0;0;0;0;0
Falkland Islands;0;0;0;0;0;0;0;0;0;0;0;0
Guiana;0;0;0;0;0;0;0;0;0;0;0;0
Guyana;0;0;0;0;0;0;0;0;0;0;0;0
Kolombia;1;9;0;0;0;0;0;0;0;0;0;0
Paraguay;0;0;0;0;0;0;0;0;0;0;0;0
Peru;1;2;0;0;0;0;0;0;0;0;0;0
Suriname;0;1;0;0;0;0;0;0;0;0;0;0
Uruguay;0;1;0;0;0;0;0;0;0;0;0;0
Venezuela;2;2;0;0;0;0;0;0;0;0;0;0
Antigua & Barbuda;0;0;0;0;0;0;0;0;0;0;0;0
Alaska;0;0;0;0;0;0;0;0;0;0;0;0
Barbados;0;1;0;0;0;0;0;0;0;0;0;0
Bermuda;0;0;0;0;0;0;0;0;0;0;0;0
Bahama Islands;1;0;0;0;0;0;0;0;0;0;0;0
Dominika;0;1;0;0;0;0;0;0;0;0;0;0
Dominika Rep.;0;1;0;0;0;0;0;0;0;0;0;0
Grenadines (Grenada);0;0;0;0;0;0;0;0;0;0;0;0
Guadelope;0;0;0;0;0;0;0;0;0;0;0;0
Haiti;0;1;0;0;0;0;0;0;0;0;0;0
Jamaika;0;2;0;0;0;0;0;0;0;0;0;0
Kuba;4;1;0;0;0;0;0;0;0;0;0;0
Martinique;0;0;0;0;0;0;0;0;0;0;0;0
Mexiko;2;5;0;0;0;0;0;0;0;0;0;0
Puertorico;0;0;0;0;0;0;0;0;0;0;0;0
St. Christopher;0;0;0;0;0;0;0;0;0;0;0;0
St. Kitts & Nevis;0;0;0;0;0;0;0;0;0;0;0;0
St. Lucia;0;0;0;0;0;0;0;0;0;0;0;0
St. Vincent;0;0;0;0;0;0;0;0;0;0;0;0
Trinidad & Tobago;0;0;0;0;0;0;0;0;0;0;0;0
Australia;177;248;0;0;0;0;0;0;0;0;0;0
New Zealand;9;33;0;0;0;0;0;0;0;0;0;0
Cooks Islands;0;0;0;0;0;0;0;0;0;0;0;0
Fiji Islands;1;1;0;0;0;0;0;0;0;0;0;0
Guam;0;0;0;0;0;0;0;0;0;0;0;0
Kaledonia;0;0;0;0;0;0;0;0;0;0;0;0
Karibati (Kiribati);0;0;0;0;0;0;0;0;0;0;0;0
Marshall Islands;0;0;0;0;0;0;0;0;0;0;0;0
Micronesia Rep.;0;0;0;0;0;0;0;0;0;0;0;0
Nauru;0;0;0;0;0;0;0;0;0;0;0;0
Niue;0;0;0;0;0;0;0;0;0;0;0;0
Palau Rep.;0;0;0;0;0;0;0;0;0;0;0;0
Papua New Guinea;3?394;2?501;0;0;0;0;0;0;0;0;0;0
Polynesia;0;0;0;0;0;0;0;0;0;0;0;0
Samoa Barat;0;0;0;0;0;0;0;0;0;0;0;0
Samoa;0;0;0;0;0;0;0;0;0;0;0;0
Solomon Islands;3;5;0;0;0;0;0;0;0;0;0;0
Tonga;0;1;0;0;0;0;0;0;0;0;0;0
Tuvalu;0;0;0;0;0;0;0;0;0;0;0;0
Vanuatu;0;0;0;0;0;0;0;0;0;0;0;0
Walis & Futuna;0;0;0;0;0;0;0;0;0;0;0;0
South Africa;20;35;0;0;0;0;0;0;0;0;0;0
Afrika Tengah Rep.;0;0;0;0;0;0;0;0;0;0;0;0
Aljazair / Algeria;1;2;0;0;0;0;0;0;0;0;0;0
Angola;0;3;0;0;0;0;0;0;0;0;0;0
Benin;1;0;0;0;0;0;0;0;0;0;0;0
Bostwana;0;0;0;0;0;0;0;0;0;0;0;0
Burkina Faso;0;0;0;0;0;0;0;0;0;0;0;0
Burkinabe;0;0;0;0;0;0;0;0;0;0;0;0
Burundi;0;0;0;0;0;0;0;0;0;0;0;0
Cabinda;0;0;0;0;0;0;0;0;0;0;0;0
Cape Verde;0;0;0;0;0;0;0;0;0;0;0;0
Chad;0;0;0;0;0;0;0;0;0;0;0;0
Comoros;0;0;0;0;0;0;0;0;0;0;0;0
Congo;0;1;0;0;0;0;0;0;0;0;0;0
Congo Rep. Dem.;0;0;0;0;0;0;0;0;0;0;0;0
Djibouti;0;1;0;0;0;0;0;0;0;0;0;0
Eritrea;0;1;0;0;0;0;0;0;0;0;0;0
Ethiopia;2;3;0;0;0;0;0;0;0;0;0;0
Gabon;0;0;0;0;0;0;0;0;0;0;0;0
Gambia;0;0;0;0;0;0;0;0;0;0;0;0
Ghana;5;6;0;0;0;0;0;0;0;0;0;0
Guinea;1;0;0;0;0;0;0;0;0;0;0;0
Guinea Bissau;0;0;0;0;0;0;0;0;0;0;0;0
Guinea Equator;0;0;0;0;0;0;0;0;0;0;0;0
Ivory Coast (Pantai Gading);2;1;0;0;0;0;0;0;0;0;0;0
Kamerun;0;1;0;0;0;0;0;0;0;0;0;0
Kenya;3;9;0;0;0;0;0;0;0;0;0;0
Lesotho;0;0;0;0;0;0;0;0;0;0;0;0
Liberia;4;0;0;0;0;0;0;0;0;0;0;0
Libya;0;5;0;0;0;0;0;0;0;0;0;0
Malagasy (Madagascar);0;0;0;0;0;0;0;0;0;0;0;0
Malawi;0;0;0;0;0;0;0;0;0;0;0;0
Mali;0;0;0;0;0;0;0;0;0;0;0;0
Maroko;5;4;0;0;0;0;0;0;0;0;0;0
Maseru;0;0;0;0;0;0;0;0;0;0;0;0
Mauritania;1;1;0;0;0;0;0;0;0;0;0;0
Mauritius;4;2;0;0;0;0;0;0;0;0;0;0
Mozambik;4;6;0;0;0;0;0;0;0;0;0;0
Namibia;0;0;0;0;0;0;0;0;0;0;0;0
Niger;0;0;0;0;0;0;0;0;0;0;0;0
Nigeria;2;10;0;0;0;0;0;0;0;0;0;0
Rwanda;0;0;0;0;0;0;0;0;0;0;0;0
Sahara;0;0;0;0;0;0;0;0;0;0;0;0
Sao Tome & Principe;0;0;0;0;0;0;0;0;0;0;0;0
Senegal;0;16;0;0;0;0;0;0;0;0;0;0
Seychelles;0;3;0;0;0;0;0;0;0;0;0;0
Sierra Leona;0;1;0;0;0;0;0;0;0;0;0;0
Somalia;0;0;0;0;0;0;0;0;0;0;0;0
Sudan;2;3;0;0;0;0;0;0;0;0;0;0
South Sudan;0;0;0;0;0;0;0;0;0;0;0;0
Swaziland;0;0;0;0;0;0;0;0;0;0;0;0
Tanzania;14;13;0;0;0;0;0;0;0;0;0;0
Togo;1;0;0;0;0;0;0;0;0;0;0;0
Tunisia;0;1;0;0;0;0;0;0;0;0;0;0
Uganda;0;0;0;0;0;0;0;0;0;0;0;0
Zaire;0;1;0;0;0;0;0;0;0;0;0;0
Zambia;0;0;0;0;0;0;0;0;0;0;0;0
Zimbabwe;0;2;0;0;0;0;0;0;0;0;0;0
Zomba;0;0;0;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
